"SEXO","EDAD","TAMUNI","INGRESHOG","TARHOGENTREV_HH","HIJOMENOR","SITLAB","NIVELESTENTREV","GRADACDISC","GRADODESIGUALDAD","VALSALARIOS","VALPOSASC","VALOPEMP","ESCFEMINIS","ESCIDEOL","RELIGION","CUIDADOHIJOS_HH","RECUVOTOG","NIVELESTENTREV_imp","GRADACDISC_imp","GRADODESIGUALDAD_imp","VALSALARIOS_imp","VALPOSASC_imp","VALOPEMP_imp","TARHOGENTREV_HH_media","ESCIDEOL_media","ESCFEMINIS_MEDIA"
"Mujer",72,"≤2000 habitantes","2701-3900€",5,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Educación secundaria","Muy de acuerdo","Muy grandes","Peor","Peor","Peor",5,5,"Católico/a no practicante",NA,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Educación secundaria","Muy de acuerdo","Muy grandes","Peor","Peor","Peor",5,5,5
"Mujer",58,"100001-400000 habitantes","2701-3900€",6,"Ninguno","Trabaja","Diplomaturas oficiales","Muy de acuerdo","Pequeñas","Igual","Igual","Peor",4,2,"Católico/a no practicante",NA,NA,"Diplomaturas oficiales","Muy de acuerdo","Pequeñas","Igual","Igual","Peor",6,2,4
"Hombre",36,"100001-400000 habitantes","1801-2700€",6,"Ninguno","Trabaja","Máster oficial","Muy de acuerdo","Casi inexistentes","Igual","Igual","Mejor",0,4,"Agnóstico/a",NA,"PP","Máster oficial","Muy de acuerdo","Casi inexistentes","Igual","Igual","Mejor",6,4,0
"Mujer",47,"100001-400000 habitantes","2701-3900€",6,"Tiene hijos/as menores","En paro, ha trabajado antes","Grado universitario","Poco de acuerdo","Muy grandes","Peor","Peor","Peor",8,7,"Católico/a no practicante",3,"PP","Grado universitario","Poco de acuerdo","Muy grandes","Peor","Peor","Peor",6,7,8
"Mujer",55,"100001-400000 habitantes","Más de 5000€",0,"Ninguno","Trabaja","Arquitectura/ingeniería","Bastante de acuerdo","Pequeñas","Peor","Peor","Igual",2,6,NA,NA,NA,"Arquitectura/ingeniería","Bastante de acuerdo","Pequeñas","Peor","Peor","Igual",0,6,2
"Mujer",74,"100001-400000 habitantes","Más de 5000€",1,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Máster oficial","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",10,3,"Ateo/a",NA,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Máster oficial","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",1,3,10
"Mujer",45,"100001-400000 habitantes","2701-3900€",0,"Tiene hijos/as menores","Trabaja","Diplomaturas oficiales","Nada de acuerdo","Muy grandes","Peor","Peor","Peor",8,3,"Agnóstico/a",4,"SUMAR (Podemos, IU, Más País, etc.)","Diplomaturas oficiales","Nada de acuerdo","Muy grandes","Peor","Peor","Peor",0,3,8
"Mujer",39,"100001-400000 habitantes","1100-1800€",4,"Tiene hijos/as menores","Trabaja","FP grado superior","Poco de acuerdo","Bastante grandes","Igual","Peor","Igual",6,8,"Católico/a no practicante",7,"PP","FP grado superior","Poco de acuerdo","Bastante grandes","Igual","Peor","Igual",4,8,6
"Hombre",30,"10001-50000 habitantes","1801-2700€",1,"Ninguno","Trabaja","Grado universitario","Muy de acuerdo","Pequeñas","Igual","Igual","Igual",5,5,"Indiferente, no creyente",NA,NA,"Grado universitario","Muy de acuerdo","Pequeñas","Igual","Igual","Igual",1,5,5
"Mujer",59,"10001-50000 habitantes","3901-5000€",3,"Ninguno","Trabaja","Diplomaturas oficiales","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",10,4,"Indiferente, no creyente",NA,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Diplomaturas oficiales","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",3,4,10
"Hombre",56,"≤2000 habitantes","2701-3900€",1,"Ninguno","Trabaja","Bachillerato","Bastante de acuerdo","Pequeñas","Igual","Peor","Igual",4,10,"Católico/a no practicante",NA,"VOX","Bachillerato","Bastante de acuerdo","Pequeñas","Igual","Peor","Igual",1,10,4
"Mujer",37,"10001-50000 habitantes","3901-5000€",2,"Tiene hijos/as menores","Trabaja","FP grado superior","Bastante de acuerdo","Casi inexistentes","Igual","Igual","Igual",8,8,"Católico/a no practicante",2,"PP","FP grado superior","Bastante de acuerdo","Casi inexistentes","Igual","Igual","Igual",2,8,8
"Hombre",80,"10001-50000 habitantes","1801-2700€",0,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Diplomaturas oficiales","Poco de acuerdo","Pequeñas","Igual","Igual","Igual",5,8,"Católico/a practicante",NA,"PP","Diplomaturas oficiales","Poco de acuerdo","Pequeñas","Igual","Igual","Igual",0,8,5
"Hombre",58,"≤2000 habitantes","1100-1800€",3,"Ninguno","En paro, ha trabajado antes","Bachillerato","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",8,3,"Católico/a practicante",NA,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Bachillerato","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",3,3,8
"Hombre",49,"2001-10000 habitantes","2701-3900€",NA,"Tiene hijos/as menores","Trabaja","FP grado medio","Bastante de acuerdo","Casi inexistentes","Igual","Igual","Mejor",0,5,"Indiferente, no creyente",NA,"N.C.","FP grado medio","Bastante de acuerdo","Casi inexistentes","Igual","Igual","Mejor",2.28715767083223,5,0
"Mujer",22,"10001-50000 habitantes","1100-1800€",4,"Ninguno","En paro, ha trabajado antes","FP grado medio","Muy de acuerdo","Muy grandes","Peor","Peor","Peor",6,NA,"Católico/a no practicante",NA,NA,"FP grado medio","Muy de acuerdo","Muy grandes","Peor","Peor","Peor",4,4.77000264061262,6
"Hombre",43,"10001-50000 habitantes","2701-3900€",1,"Tiene hijos/as menores","Trabaja","Educación secundaria","Nada de acuerdo","Bastante grandes","Peor","Peor","Igual",5,1,"Católico/a no practicante",2,"PP","Educación secundaria","Nada de acuerdo","Bastante grandes","Peor","Peor","Igual",1,1,5
"Hombre",56,"10001-50000 habitantes","2701-3900€",3,"Ninguno","En paro, ha trabajado antes","Licenciatura","Muy de acuerdo","Casi inexistentes","Igual","Igual","Igual",0,5,"Agnóstico/a",NA,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Licenciatura","Muy de acuerdo","Casi inexistentes","Igual","Igual","Igual",3,5,0
"Hombre",59,"10001-50000 habitantes","2701-3900€",1,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Bachillerato","Muy de acuerdo","Pequeñas","Igual","Igual","Peor",0,NA,"Creyente de otra religión",NA,NA,"Bachillerato","Muy de acuerdo","Pequeñas","Igual","Igual","Peor",1,4.77000264061262,0
"Mujer",70,"10001-50000 habitantes","Menos de 1100€",NA,"Ninguno","Trabajo doméstico no remunerado",NA,"Poco de acuerdo","Casi inexistentes","Igual","Peor","Peor",5,10,"Católico/a no practicante",NA,"PP","Licenciatura","Poco de acuerdo","Casi inexistentes","Igual","Peor","Peor",2.28715767083223,10,5
"Mujer",43,"10001-50000 habitantes","1801-2700€",5,"Tiene hijos/as menores","Trabaja","Licenciatura","Nada de acuerdo","Bastante grandes","Igual","Peor","Peor",7,2,"Indiferente, no creyente",12,"SUMAR (Podemos, IU, Más País, etc.)","Licenciatura","Nada de acuerdo","Bastante grandes","Igual","Peor","Peor",5,2,7
"Hombre",22,"10001-50000 habitantes","Más de 5000€",2,"Ninguno","Trabaja","FP grado superior","Muy de acuerdo","Muy grandes",NA,"Igual","Mejor",0,8,"Católico/a practicante",NA,"PP","FP grado superior","Muy de acuerdo","Muy grandes","Peor","Igual","Mejor",2,8,0
"Mujer",42,"10001-50000 habitantes","1100-1800€",7,"Tiene hijos/as menores","Trabaja","FP grado medio","Poco de acuerdo","Bastante grandes","Igual","Peor","Peor",9,NA,"Católico/a no practicante",6,"Voto nulo","FP grado medio","Poco de acuerdo","Bastante grandes","Igual","Peor","Peor",7,4.77000264061262,9
"Hombre",76,"2001-10000 habitantes","1801-2700€",2,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Bachillerato","Nada de acuerdo","Pequeñas","Igual","Igual","Igual",5,5,"Católico/a no practicante",NA,"PP","Bachillerato","Nada de acuerdo","Pequeñas","Igual","Igual","Igual",2,5,5
"Hombre",48,"10001-50000 habitantes","1801-2700€",1,"Ninguno","Trabaja","Máster oficial","Bastante de acuerdo","Pequeñas","Peor","Peor","Igual",5,5,"Agnóstico/a",NA,NA,"Máster oficial","Bastante de acuerdo","Pequeñas","Peor","Peor","Igual",1,5,5
"Hombre",55,"10001-50000 habitantes","2701-3900€",1,"Ninguno","Trabaja","Máster oficial","Poco de acuerdo","Pequeñas","Peor","Igual","Peor",8,4,"Católico/a no practicante",NA,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Máster oficial","Poco de acuerdo","Pequeñas","Peor","Igual","Peor",1,4,8
"Mujer",45,"2001-10000 habitantes","2701-3900€",2,"Tiene hijos/as menores","Trabaja","Diplomaturas oficiales","Bastante de acuerdo","Casi inexistentes","Igual","Igual","Igual",7,5,"Católico/a practicante",2,"PP","Diplomaturas oficiales","Bastante de acuerdo","Casi inexistentes","Igual","Igual","Igual",2,5,7
"Hombre",40,"2001-10000 habitantes","1100-1800€",2,"Tiene hijos/as menores","Trabaja","FP grado medio","Poco de acuerdo","Pequeñas","Peor","Peor","Peor",7,7,"Católico/a practicante",1,"PP","FP grado medio","Poco de acuerdo","Pequeñas","Peor","Peor","Peor",2,7,7
"Hombre",40,"10001-50000 habitantes","3901-5000€",2,"Tiene hijos/as menores","Trabaja","FP grado medio","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",8,1,"Católico/a no practicante",3,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","FP grado medio","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",2,1,8
"Hombre",22,"2001-10000 habitantes","2701-3900€",3,"Ninguno","Trabaja","FP grado medio","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",7,4,"Ateo/a",NA,NA,"FP grado medio","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",3,4,7
"Mujer",53,"2001-10000 habitantes","1100-1800€",NA,"Tiene hijos/as menores","Trabaja","Educación secundaria","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",8,1,"Católico/a no practicante",1,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Educación secundaria","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",2.28715767083223,1,8
"Mujer",50,"100001-400000 habitantes","1100-1800€",6,"Ninguno","Trabaja","Diplomaturas oficiales","Nada de acuerdo","Muy grandes","Peor","Peor","Peor",9,5,NA,NA,"PP","Diplomaturas oficiales","Nada de acuerdo","Muy grandes","Peor","Peor","Peor",6,5,9
"Hombre",73,"100001-400000 habitantes","1801-2700€",2,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Licenciatura","Regular","Pequeñas","Igual","Peor","Igual",7,4,"Agnóstico/a",NA,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Licenciatura","Regular","Pequeñas","Igual","Peor","Igual",2,4,7
"Hombre",39,"100001-400000 habitantes","1100-1800€",3,"Tiene hijos/as menores","En paro, ha trabajado antes","Máster oficial","Muy de acuerdo","Bastante grandes","Igual","Igual","Peor",4,3,"Indiferente, no creyente",6,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Máster oficial","Muy de acuerdo","Bastante grandes","Igual","Igual","Peor",3,3,4
"Hombre",47,"100001-400000 habitantes","1801-2700€",3,"Tiene hijos/as menores","Trabaja","Diplomaturas oficiales","Poco de acuerdo","Bastante grandes","Igual","Peor","Peor",5,6,"Católico/a no practicante",4,"PP","Diplomaturas oficiales","Poco de acuerdo","Bastante grandes","Igual","Peor","Peor",3,6,5
"Hombre",54,"100001-400000 habitantes","1801-2700€",3,"Ninguno","Trabaja","Bachillerato","Muy de acuerdo","Pequeñas","Igual","Igual","Igual",6,8,"Católico/a practicante",NA,"PP","Bachillerato","Muy de acuerdo","Pequeñas","Igual","Igual","Igual",3,8,6
"Mujer",50,"100001-400000 habitantes","1801-2700€",2,"Ninguno","Trabaja","Educación secundaria","Muy de acuerdo","Casi inexistentes","Igual","Igual","Mejor",5,10,"Católico/a no practicante",NA,"VOX","Educación secundaria","Muy de acuerdo","Casi inexistentes","Igual","Igual","Mejor",2,10,5
"Hombre",52,"100001-400000 habitantes","3901-5000€",0,"Ninguno","Trabaja","Diplomaturas oficiales","Bastante de acuerdo","Pequeñas","Igual","Igual","Peor",5,6,"Católico/a practicante",NA,"PP","Diplomaturas oficiales","Bastante de acuerdo","Pequeñas","Igual","Igual","Peor",0,6,5
"Hombre",59,"100001-400000 habitantes","Más de 5000€",2,"Ninguno","Trabaja","Licenciatura","Nada de acuerdo","Bastante grandes","Igual","Peor","Peor",8,1,"Ateo/a",NA,"SUMAR (Podemos, IU, Más País, etc.)","Licenciatura","Nada de acuerdo","Bastante grandes","Igual","Peor","Peor",2,1,8
"Hombre",46,"100001-400000 habitantes","2701-3900€",7,"Ninguno","Trabaja","Bachillerato","Bastante de acuerdo","Bastante grandes","Peor","Peor","Igual",6,4,"Indiferente, no creyente",NA,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Bachillerato","Bastante de acuerdo","Bastante grandes","Peor","Peor","Igual",7,4,6
"Mujer",46,"100001-400000 habitantes","3901-5000€",3,"Tiene hijos/as menores","Trabaja","Licenciatura","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",6,8,"Católico/a practicante",8,"PP","Licenciatura","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",3,8,6
"Mujer",24,"100001-400000 habitantes","1801-2700€",2,"Ninguno","Estudiante","Máster oficial","Muy de acuerdo","Muy grandes","Peor","Peor","Igual",8,7,"Ateo/a",NA,"PP","Máster oficial","Muy de acuerdo","Muy grandes","Peor","Peor","Igual",2,7,8
"Mujer",69,"100001-400000 habitantes",NA,7,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Diplomaturas oficiales","Poco de acuerdo","Muy grandes","Igual","Peor","Peor",6,5,"Católico/a practicante",NA,"VOX","Diplomaturas oficiales","Poco de acuerdo","Muy grandes","Igual","Peor","Peor",7,5,6
"Hombre",79,"≤2000 habitantes","1801-2700€",3,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Bachillerato","Poco de acuerdo","Bastante grandes","Igual","Peor","Mejor",7,9,"Católico/a practicante",NA,"PP","Bachillerato","Poco de acuerdo","Bastante grandes","Igual","Peor","Mejor",3,9,7
"Mujer",40,"50001-100000 habitantes","Menos de 1100€",3,"Tiene hijos/as menores","En paro, ha trabajado antes","Educación secundaria","Nada de acuerdo","Bastante grandes","Mejor","Mejor","Mejor",7,1,"Católico/a practicante",9,NA,"Educación secundaria","Nada de acuerdo","Bastante grandes","Mejor","Mejor","Mejor",3,1,7
"Hombre",58,"50001-100000 habitantes","2701-3900€",2,"Ninguno","Trabaja","Diplomaturas oficiales","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",8,1,"Ateo/a",NA,"SUMAR (Podemos, IU, Más País, etc.)","Diplomaturas oficiales","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",2,1,8
"Mujer",60,"50001-100000 habitantes","3901-5000€",3,"Ninguno","Trabaja","Educación secundaria","Poco de acuerdo","Muy grandes","Peor","Peor","Peor",10,1,"Indiferente, no creyente",NA,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Educación secundaria","Poco de acuerdo","Muy grandes","Peor","Peor","Peor",3,1,10
"Hombre",52,"50001-100000 habitantes",NA,6,"Ninguno","En paro, ha trabajado antes","Bachillerato","Poco de acuerdo","Casi inexistentes","Peor","Igual","Igual",8,NA,"Católico/a no practicante",NA,NA,"Bachillerato","Poco de acuerdo","Casi inexistentes","Peor","Igual","Igual",6,4.77000264061262,8
"Mujer",54,"10001-50000 habitantes","2701-3900€",2,"Ninguno","Trabaja","FP grado medio","Muy de acuerdo","Casi inexistentes","Igual","Igual","Igual",0,10,"Católico/a no practicante",NA,"PP","FP grado medio","Muy de acuerdo","Casi inexistentes","Igual","Igual","Igual",2,10,0
"Mujer",31,"10001-50000 habitantes","1100-1800€",3,"Tiene hijos/as menores","En paro, ha trabajado antes","Máster oficial","Poco de acuerdo","Bastante grandes","Peor","Peor","Igual",9,4,"Católico/a practicante",16,"PP","Máster oficial","Poco de acuerdo","Bastante grandes","Peor","Peor","Igual",3,4,9
"Hombre",25,"10001-50000 habitantes","1801-2700€",1,"Ninguno","Estudiante","Grado universitario","Poco de acuerdo","Casi inexistentes","Igual","Igual","Igual",5,7,"Católico/a no practicante",NA,"VOX","Grado universitario","Poco de acuerdo","Casi inexistentes","Igual","Igual","Igual",1,7,5
"Hombre",39,"2001-10000 habitantes","Menos de 1100€",3,"Ninguno","Trabaja","FP grado medio","Poco de acuerdo","Pequeñas","Peor","Mejor","Mejor",8,2,"Católico/a no practicante",NA,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","FP grado medio","Poco de acuerdo","Pequeñas","Peor","Mejor","Mejor",3,2,8
"Mujer",49,"2001-10000 habitantes","3901-5000€",2,"Tiene hijos/as menores","Trabaja","Grado universitario","Muy de acuerdo","Muy grandes",NA,"Igual","Peor",0,9,"Católico/a practicante",6,"VOX","Grado universitario","Muy de acuerdo","Muy grandes","Peor","Igual","Peor",2,9,0
"Hombre",37,"≤2000 habitantes","1100-1800€",1,"Tiene hijos/as menores","Trabaja","FP grado superior","Muy de acuerdo","Pequeñas","Mejor","Mejor","Mejor",5,10,"Católico/a no practicante",5,"PP","FP grado superior","Muy de acuerdo","Pequeñas","Mejor","Mejor","Mejor",1,10,5
"Hombre",45,"10001-50000 habitantes","1801-2700€",2,"Tiene hijos/as menores","Trabaja","Licenciatura","Poco de acuerdo","Bastante grandes","Peor","Peor","Igual",8,2,"Agnóstico/a",1,"SUMAR (Podemos, IU, Más País, etc.)","Licenciatura","Poco de acuerdo","Bastante grandes","Peor","Peor","Igual",2,2,8
"Hombre",55,"10001-50000 habitantes","1801-2700€",2,"Ninguno","Trabaja","Educación secundaria","Poco de acuerdo","Bastante grandes","Peor","Igual","Igual",5,4,"Católico/a no practicante",NA,"SUMAR (Podemos, IU, Más País, etc.)","Educación secundaria","Poco de acuerdo","Bastante grandes","Peor","Igual","Igual",2,4,5
"Hombre",43,"10001-50000 habitantes","1100-1800€",3,"Ninguno","Trabaja","Bachillerato","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",7,5,"Católico/a no practicante",NA,"SUMAR (Podemos, IU, Más País, etc.)","Bachillerato","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",3,5,7
"Hombre",60,"10001-50000 habitantes","1801-2700€",2,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Bachillerato","Muy de acuerdo","Bastante grandes","Peor","Peor","Peor",8,10,"Católico/a no practicante",NA,"PP","Bachillerato","Muy de acuerdo","Bastante grandes","Peor","Peor","Peor",2,10,8
"Hombre",58,"10001-50000 habitantes","1100-1800€",7,"Ninguno","En paro, ha trabajado antes","Educación secundaria","Nada de acuerdo","Casi inexistentes","Peor","Peor","Peor",5,1,"Ateo/a",NA,"SUMAR (Podemos, IU, Más País, etc.)","Educación secundaria","Nada de acuerdo","Casi inexistentes","Peor","Peor","Peor",7,1,5
"Mujer",54,"10001-50000 habitantes","Más de 5000€",2,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Licenciatura","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",9,1,"Católico/a no practicante",NA,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Licenciatura","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",2,1,9
"Mujer",45,"10001-50000 habitantes","1801-2700€",5,"Tiene hijos/as menores","Trabajo doméstico no remunerado","FP grado superior","Muy de acuerdo","Pequeñas","Igual","Igual","Igual",0,8,"Católico/a no practicante",8,"PP","FP grado superior","Muy de acuerdo","Pequeñas","Igual","Igual","Igual",5,8,0
"Mujer",48,"10001-50000 habitantes","1801-2700€",4,"Ninguno","Trabaja","Licenciatura","Nada de acuerdo","Muy grandes","Peor","Peor","Peor",9,2,"Católico/a no practicante",NA,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Licenciatura","Nada de acuerdo","Muy grandes","Peor","Peor","Peor",4,2,9
"Hombre",40,"10001-50000 habitantes","1100-1800€",1,"Ninguno","Trabaja","FP grado superior","Poco de acuerdo","Pequeñas","Igual","Igual","Igual",5,1,"Ateo/a",NA,"SUMAR (Podemos, IU, Más País, etc.)","FP grado superior","Poco de acuerdo","Pequeñas","Igual","Igual","Igual",1,1,5
"Hombre",34,"10001-50000 habitantes","1100-1800€",2,"Ninguno","Trabaja","FP grado superior","Nada de acuerdo","Bastante grandes","Peor","Peor","Igual",10,3,"Católico/a practicante",NA,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","FP grado superior","Nada de acuerdo","Bastante grandes","Peor","Peor","Igual",2,3,10
"Hombre",72,"10001-50000 habitantes","1801-2700€",2,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Arquitectura/ingeniería técnica","Muy de acuerdo","Bastante grandes","Peor","Peor","Peor",7,7,"Ateo/a",NA,NA,"Arquitectura/ingeniería técnica","Muy de acuerdo","Bastante grandes","Peor","Peor","Peor",2,7,7
"Mujer",33,"2001-10000 habitantes","2701-3900€",2,"Ninguno","Trabaja","Máster oficial","Nada de acuerdo","Bastante grandes","Igual","Peor","Peor",8,3,"Ateo/a",NA,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Máster oficial","Nada de acuerdo","Bastante grandes","Igual","Peor","Peor",2,3,8
"Mujer",60,"10001-50000 habitantes","3901-5000€",0,"Ninguno","Trabaja","Licenciatura","Bastante de acuerdo","Muy grandes","Igual","Peor","Peor",8,4,"Agnóstico/a",NA,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Licenciatura","Bastante de acuerdo","Muy grandes","Igual","Peor","Peor",0,4,8
"Hombre",39,"10001-50000 habitantes","3901-5000€",2,"Tiene hijos/as menores","Trabaja","Arquitectura/ingeniería técnica","Muy de acuerdo","Casi inexistentes","Igual","Igual","Igual",1,2,"Creyente de otra religión",2,"PP","Arquitectura/ingeniería técnica","Muy de acuerdo","Casi inexistentes","Igual","Igual","Igual",2,2,1
