"SEXO","EDAD","TAMUNI","INGRESHOG","TARHOGENTREV_HH","HIJOMENOR","SITLAB","NIVELESTENTREV","GRADACDISC","GRADODESIGUALDAD","VALSALARIOS","VALPOSASC","VALOPEMP","ESCFEMINIS","ESCIDEOL","RELIGION","RECUVOTOG"
"Hombre",56,"100001-400000 habitantes","3901-5000€",1,"Ninguno","Trabaja","Bachillerato","Muy de acuerdo","Bastante grandes","Peor","Igual","Igual",6,6,"Católico/a no practicante","VOX"
"Mujer",48,"100001-400000 habitantes","1100-1800€",2,"Tiene hijos/as menores","Trabaja","FP grado superior","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",8,4,"Católico/a practicante","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Mujer",56,"100001-400000 habitantes","3901-5000€",1,"Ninguno","Trabaja","Máster oficial","Nada de acuerdo","Pequeñas","Peor","Peor","Peor",10,4,"Agnóstico/a","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Hombre",59,"≤2000 habitantes","Más de 5000€",1,"Ninguno","Trabaja","Máster oficial","Poco de acuerdo","Bastante grandes","Peor","Igual","Peor",8,5,"Católico/a no practicante","N.C."
"Hombre",57,"2001-10000 habitantes","1801-2700€",2,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Educación secundaria","Poco de acuerdo","Muy grandes","Peor","Peor","Peor",9,1,"Ateo/a","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Hombre",65,"10001-50000 habitantes","1801-2700€",1,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Educación secundaria","Nada de acuerdo","Muy grandes","Peor","Peor","Peor",5,1,"Ateo/a","SUMAR (Podemos, IU, Más País, etc.)"
"Hombre",58,"10001-50000 habitantes","Más de 5000€",1,"Ninguno","Jubilado/a o pensionista (ha trabajado)","FP grado superior","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",10,1,"Ateo/a","SUMAR (Podemos, IU, Más País, etc.)"
"Hombre",22,"50001-100000 habitantes","2701-3900€",0,"Ninguno","En paro, busca primer empleo","Grado universitario","Poco de acuerdo","Pequeñas","Peor","Igual","Igual",7,5,"Ateo/a","PP"
"Mujer",59,"50001-100000 habitantes","1801-2700€",2,"Ninguno","Trabaja","FP grado superior","Nada de acuerdo","Muy grandes","Peor","Peor","Peor",6,7,"Indiferente, no creyente","SUMAR (Podemos, IU, Más País, etc.)"
"Hombre",74,"50001-100000 habitantes","1801-2700€",2,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Primaria","Bastante de acuerdo","Pequeñas","Igual","Igual","Igual",5,5,"Católico/a no practicante","PP"
"Hombre",61,"50001-100000 habitantes","1801-2700€",2,"Ninguno","Trabaja","FP grado superior","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",8,2,"Agnóstico/a","SUMAR (Podemos, IU, Más País, etc.)"
"Mujer",25,"50001-100000 habitantes","3901-5000€",1,"Ninguno","Trabaja","Grado universitario","Muy de acuerdo","Bastante grandes","Peor","Peor","Igual",8,8,"Católico/a practicante","PP"
"Hombre",24,"2001-10000 habitantes","1801-2700€",2,"Ninguno","Trabaja","Grado universitario","Muy de acuerdo","Pequeñas","Igual","Igual","Mejor",0,10,"Indiferente, no creyente","PP"
"Mujer",17,"2001-10000 habitantes","1100-1800€",2,"Ninguno","Estudiante","Educación secundaria","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",10,3,"Ateo/a","SUMAR (Podemos, IU, Más País, etc.)"
"Mujer",49,"2001-10000 habitantes","1801-2700€",2,"Ninguno","Trabaja","Educación secundaria","Bastante de acuerdo","Pequeñas","Igual","Peor","Igual",9,6,"Agnóstico/a","PP"
"Hombre",20,"2001-10000 habitantes","1801-2700€",2,"Ninguno","Trabaja","FP grado superior","Poco de acuerdo","Pequeñas","Igual","Igual","Igual",6,5,"Indiferente, no creyente","N.C."
"Hombre",73,"2001-10000 habitantes","1801-2700€",1,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Diplomaturas oficiales","Bastante de acuerdo","Pequeñas","Peor","Igual","Peor",8,5,"Católico/a no practicante","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Hombre",80,"2001-10000 habitantes","1100-1800€",3,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Educación secundaria","Nada de acuerdo","Pequeñas","Peor","Igual","Igual",10,1,"Católico/a no practicante","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Hombre",69,"10001-50000 habitantes","Menos de 1100€",NA,"Ninguno","Jubilado/a o pensionista (ha trabajado)",NA,"Poco de acuerdo","Bastante grandes","Peor","Igual","Mejor",5,8,"Ateo/a","PP"
"Hombre",76,"2001-10000 habitantes","2701-3900€",0,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Licenciatura","Nada de acuerdo","Bastante grandes","Igual","Peor","Igual",7,3,"Católico/a no practicante","SUMAR (Podemos, IU, Más País, etc.)"
"Mujer",20,"10001-50000 habitantes","1801-2700€",2,"Ninguno","Trabaja","FP grado superior","Muy de acuerdo","Pequeñas","Igual","Igual","Igual",6,7,"Católico/a no practicante","PP"
"Hombre",23,"2001-10000 habitantes","1801-2700€",1,"Ninguno","Trabaja","Bachillerato","Poco de acuerdo","Muy grandes","Igual","Peor","Peor",8,4,"Ateo/a","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Mujer",66,"2001-10000 habitantes","Más de 5000€",2,"Ninguno","Trabaja","Títulos propios posgrado","Nada de acuerdo","Bastante grandes","Peor","Peor","Igual",8,3,"Agnóstico/a","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Hombre",59,"50001-100000 habitantes","3901-5000€",2,"Ninguno","Trabaja","Educación secundaria","Nada de acuerdo","Pequeñas","Peor","Igual","Igual",8,5,"Católico/a no practicante","N.C."
"Hombre",66,"50001-100000 habitantes","3901-5000€",0,"Ninguno","Trabaja","Licenciatura","Bastante de acuerdo","Pequeñas","Igual","Peor","Igual",10,7,"Católico/a no practicante","PP"
"Hombre",80,"50001-100000 habitantes","2701-3900€",NA,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Arquitectura/ingeniería","Poco de acuerdo","Bastante grandes","Peor","Igual","Igual",5,5,"Católico/a no practicante",NA
"Hombre",81,"10001-50000 habitantes","Menos de 1100€",0,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Educación secundaria","Nada de acuerdo","Muy grandes","Peor","Peor","Peor",8,1,"Católico/a no practicante","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Mujer",45,"10001-50000 habitantes","1801-2700€",4,"Ninguno","Trabaja","FP grado superior","Bastante de acuerdo","Pequeñas","Mejor","Igual","Mejor",8,9,"Católico/a practicante","PP"
"Hombre",25,"10001-50000 habitantes","2701-3900€",4,"Ninguno","Trabaja","FP grado superior","Bastante de acuerdo","Bastante grandes","Igual","Peor","Igual",8,8,"Católico/a no practicante","PP"
"Mujer",23,"10001-50000 habitantes","1100-1800€",NA,"Ninguno","Estudiante","FP grado superior","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",8,3,"Agnóstico/a",NA
"Hombre",25,"10001-50000 habitantes","2701-3900€",1,"Ninguno","En paro, ha trabajado antes","Grado universitario","Nada de acuerdo","Bastante grandes","Peor","Peor","Igual",9,2,"Ateo/a","SUMAR (Podemos, IU, Más País, etc.)"
"Hombre",80,"10001-50000 habitantes","2701-3900€",1,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Arquitectura/ingeniería técnica","Bastante de acuerdo","Muy grandes","Peor","Peor","Peor",7,6,"Católico/a no practicante","PP"
"Mujer",79,"10001-50000 habitantes","3901-5000€",6,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Diplomaturas oficiales","Nada de acuerdo","Pequeñas","Peor","Peor","Peor",6,4,"Católico/a no practicante","SUMAR (Podemos, IU, Más País, etc.)"
"Mujer",76,"10001-50000 habitantes","Menos de 1100€",NA,"Ninguno","Trabaja","Licenciatura","Muy de acuerdo","Casi inexistentes","Igual","Mejor","Mejor",0,5,"Agnóstico/a","VOX"
"Hombre",76,"2001-10000 habitantes","3901-5000€",1,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Licenciatura","Muy de acuerdo","Casi inexistentes","Igual","Igual","Igual",3,7,"Agnóstico/a","VOX"
"Hombre",52,"10001-50000 habitantes","1100-1800€",1,"Tiene hijos/as menores","Trabaja","Primaria","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",7,2,"Indiferente, no creyente","SUMAR (Podemos, IU, Más País, etc.)"
"Mujer",66,"10001-50000 habitantes","3901-5000€",3,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Diplomaturas oficiales","Poco de acuerdo","Pequeñas","Peor","Peor","Igual",7,4,"Católico/a no practicante","SUMAR (Podemos, IU, Más País, etc.)"
"Hombre",17,"10001-50000 habitantes","2701-3900€",1,"Ninguno","Estudiante","Educación secundaria","Muy de acuerdo","Casi inexistentes","Igual","Peor","Igual",7,5,"Agnóstico/a","En blanco"
"Mujer",69,"2001-10000 habitantes","1801-2700€",3,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Licenciatura","Nada de acuerdo","Muy grandes","Peor","Peor","Peor",6,4,"Ateo/a","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Hombre",18,"10001-50000 habitantes","1801-2700€",2,"Ninguno","Estudiante","FP grado medio","Nada de acuerdo","Bastante grandes","Peor","Peor","Igual",8,4,"Católico/a no practicante","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Mujer",49,"50001-100000 habitantes","2701-3900€",3,"Tiene hijos/as menores","Trabaja","FP grado superior","Bastante de acuerdo","Pequeñas","Peor","Igual","Mejor",6,4,"Católico/a no practicante","SUMAR (Podemos, IU, Más País, etc.)"
"Mujer",62,"50001-100000 habitantes","1801-2700€",2,"Ninguno","Trabaja","FP grado medio","Bastante de acuerdo","Bastante grandes","Igual","Igual","Igual",6,10,"Católico/a no practicante","PP"
"Mujer",35,"50001-100000 habitantes","3901-5000€",2,"Ninguno","Trabajo doméstico no remunerado","Otros estudios","Nada de acuerdo","Muy grandes","Peor","Peor","Peor",10,NA,"Agnóstico/a",NA
"Mujer",37,"50001-100000 habitantes","2701-3900€",NA,"Tiene hijos/as menores","Trabaja","Diplomaturas oficiales","Muy de acuerdo","Bastante grandes","Peor","Peor","Igual",5,5,"Católico/a no practicante",NA
"Mujer",35,"50001-100000 habitantes","Menos de 1100€",5,"Ninguno","En paro, ha trabajado antes","Primaria","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",5,1,"Indiferente, no creyente","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Mujer",54,"50001-100000 habitantes","Más de 5000€",5,"Ninguno","Trabaja","FP grado superior","Nada de acuerdo","Pequeñas","Igual","Peor","Peor",5,5,"Católico/a no practicante","N.C."
"Mujer",30,"50001-100000 habitantes","2701-3900€",1,"Ninguno","Trabaja","Grado universitario","Bastante de acuerdo","Pequeñas","Igual","Igual","Peor",5,5,"Indiferente, no creyente","PP"
"Mujer",75,"50001-100000 habitantes","Menos de 1100€",0,"Ninguno","Jubilado/a o pensionista (ha trabajado)","FP básica","Bastante de acuerdo","Bastante grandes","Peor","Peor","Igual",1,1,NA,NA
"Mujer",81,"50001-100000 habitantes",NA,4,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Bachillerato","Poco de acuerdo","Muy grandes","Peor","Peor",NA,8,NA,"Agnóstico/a",NA
"Mujer",17,"50001-100000 habitantes","Más de 5000€",1,"Ninguno","Trabaja","Educación secundaria","Muy de acuerdo","Casi inexistentes",NA,"Igual","Igual",4,8,"Creyente de otra religión",NA
"Hombre",52,"10001-50000 habitantes","3901-5000€",0,"Ninguno","Trabaja","FP grado superior","Muy de acuerdo","Pequeñas","Igual","Igual","Igual",5,8,"Católico/a practicante","PP"
"Mujer",42,"10001-50000 habitantes","1801-2700€",1,"Tiene hijos/as menores","Trabaja","Licenciatura","Muy de acuerdo",NA,"Igual",NA,"Mejor",9,7,"Católico/a no practicante","PP"
"Mujer",63,"10001-50000 habitantes","1100-1800€",3,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Educación secundaria","Bastante de acuerdo","Pequeñas","Igual","Igual","Igual",6,5,"Católico/a no practicante","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Hombre",71,"10001-50000 habitantes","1801-2700€",2,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Licenciatura","Nada de acuerdo","Pequeñas","Peor","Peor","Peor",8,3,"Católico/a no practicante","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Hombre",52,"10001-50000 habitantes","1801-2700€",5,"Tiene hijos/as menores","Trabaja","FP grado medio","Muy de acuerdo","Muy grandes","Peor","Peor","Igual",5,6,"Católico/a no practicante","PP"
"Mujer",23,"10001-50000 habitantes","3901-5000€",2,"Ninguno","Trabajo doméstico no remunerado","Bachillerato","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",9,2,"Agnóstico/a","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Hombre",26,"10001-50000 habitantes","Más de 5000€",4,"Ninguno","Trabaja","Máster oficial","Bastante de acuerdo","Casi inexistentes","Igual","Igual","Peor",6,7,"Católico/a no practicante","N.C."
"Mujer",43,"10001-50000 habitantes","1801-2700€",4,"Tiene hijos/as menores","Trabaja","Educación secundaria","Poco de acuerdo","Muy grandes","Peor","Peor","Peor",6,1,"Católico/a no practicante","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Hombre",62,"2001-10000 habitantes","3901-5000€",1,"Ninguno","Trabaja","Bachillerato","Nada de acuerdo","Muy grandes","Peor","Peor","Peor",8,4,"Católico/a no practicante","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Hombre",53,"10001-50000 habitantes","2701-3900€",3,"Ninguno","Trabaja","FP grado superior","Poco de acuerdo","Casi inexistentes","Igual","Igual","Mejor",5,5,"Católico/a no practicante","VOX"
"Mujer",74,"10001-50000 habitantes","Menos de 1100€",NA,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Bachillerato","Nada de acuerdo","Casi inexistentes","Peor","Peor","Peor",8,NA,"Católico/a practicante",NA
"Mujer",78,"10001-50000 habitantes","Menos de 1100€",1,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Educación secundaria","Nada de acuerdo","Bastante grandes","Peor","Peor","Igual",10,1,"Agnóstico/a","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Mujer",83,"10001-50000 habitantes","1100-1800€",1,"Ninguno","Pensionista (no ha trabajado)","Educación secundaria","Nada de acuerdo","Pequeñas","Peor","Peor","Peor",5,5,"Indiferente, no creyente","PACMA"
"Hombre",62,"10001-50000 habitantes","1100-1800€",1,"Ninguno","Trabaja","Educación secundaria","Muy de acuerdo","Casi inexistentes",NA,"Mejor","Mejor",5,5,"Católico/a no practicante","N.C."
"Mujer",61,"10001-50000 habitantes","2701-3900€",0,"Ninguno","Trabaja","Diplomaturas oficiales","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",10,1,"Ateo/a","SUMAR (Podemos, IU, Más País, etc.)"
"Mujer",27,"10001-50000 habitantes","3901-5000€",0,"Ninguno","Estudiante","Máster oficial","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",10,3,"Indiferente, no creyente","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Mujer",48,"10001-50000 habitantes","Más de 5000€",5,"Tiene hijos/as menores","En paro, ha trabajado antes","Bachillerato","Bastante de acuerdo","Casi inexistentes","Peor","Igual","Igual",4,9,"Católico/a no practicante","VOX"
"Hombre",68,"10001-50000 habitantes","1100-1800€",NA,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Primaria","Muy de acuerdo","Bastante grandes","Peor","Peor","Peor",8,10,"Católico/a practicante","PP"
"Hombre",34,"10001-50000 habitantes","Más de 5000€",2,"Tiene hijos/as menores","Trabaja","Licenciatura","Bastante de acuerdo","Casi inexistentes","Igual","Igual","Igual",0,NA,"Ateo/a",NA
"Hombre",22,"10001-50000 habitantes","2701-3900€",1,"Ninguno","Trabaja","Máster oficial","Nada de acuerdo","Pequeñas","Igual","Igual","Igual",8,7,"Católico/a no practicante","PP"
"Mujer",75,"10001-50000 habitantes","3901-5000€",4,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Diplomaturas oficiales","Nada de acuerdo","Pequeñas","Igual","Peor","Igual",7,1,"Católico/a no practicante","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Mujer",38,"2001-10000 habitantes","1801-2700€",0,"Ninguno","Trabaja","Grado universitario","Nada de acuerdo","Muy grandes","Peor","Peor",NA,10,1,"Ateo/a",NA
"Hombre",51,"2001-10000 habitantes","2701-3900€",3,"Tiene hijos/as menores","Trabaja","Máster oficial","Nada de acuerdo","Muy grandes","Peor","Peor","Igual",7,7,"Católico/a practicante","VOX"
"Mujer",71,"400001-1000000 habitantes","2701-3900€",3,"Ninguno","Jubilado/a o pensionista (ha trabajado)","FP grado medio","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",10,3,"Agnóstico/a","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Mujer",57,"400001-1000000 habitantes","Más de 5000€",2,"Ninguno","Trabaja","Licenciatura","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",7,3,"Indiferente, no creyente","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Hombre",73,"400001-1000000 habitantes","1801-2700€",4,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Licenciatura","Bastante de acuerdo","Bastante grandes","Igual","Igual","Peor",5,7,"Católico/a no practicante","UPN (Unión del Pueblo Navarro)"
"Hombre",27,"400001-1000000 habitantes","1801-2700€",1,"Ninguno","Trabaja","Máster oficial","Poco de acuerdo","Pequeñas","Igual","Igual","Igual",7,4,"Ateo/a","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Hombre",51,"400001-1000000 habitantes","2701-3900€",3,"Tiene hijos/as menores","Trabaja","Primaria","Muy de acuerdo",NA,"Igual","Igual","Igual",5,8,"Católico/a no practicante",NA
"Mujer",54,"400001-1000000 habitantes","1100-1800€",6,"Ninguno","Trabajo doméstico no remunerado","Grado universitario","Poco de acuerdo","Bastante grandes","Igual","Peor","Peor",5,8,"Católico/a practicante","PP"
"Mujer",37,"400001-1000000 habitantes","1801-2700€",3,"Tiene hijos/as menores","Trabaja","Bachillerato","Muy de acuerdo","Pequeñas","Igual","Igual","Igual",6,7,"Creyente de otra religión","PP"
"Mujer",67,"400001-1000000 habitantes","3901-5000€",2,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Bachillerato","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",9,1,"Católico/a no practicante","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Hombre",23,"400001-1000000 habitantes","3901-5000€",2,"Ninguno","En paro, busca primer empleo","Máster oficial","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",7,3,"Indiferente, no creyente","SUMAR (Podemos, IU, Más País, etc.)"
"Hombre",40,"400001-1000000 habitantes","2701-3900€",2,"Ninguno","Trabaja","FP grado superior","Muy de acuerdo","Casi inexistentes","Igual","Igual","Igual",2,6,"Indiferente, no creyente","PP"
"Hombre",55,"400001-1000000 habitantes","3901-5000€",1,"Ninguno","Trabaja","Educación secundaria","Nada de acuerdo","Muy grandes","Peor","Peor","Peor",9,5,"Indiferente, no creyente","SUMAR (Podemos, IU, Más País, etc.)"
"Hombre",59,"400001-1000000 habitantes","Más de 5000€",0,"Ninguno","Trabaja","Doctorado","Poco de acuerdo","Pequeñas","Igual","Peor","Peor",4,9,"Católico/a practicante","N.C."
"Mujer",46,"400001-1000000 habitantes","3901-5000€",2,"Ninguno","Trabaja","Máster oficial","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",5,5,"Católico/a practicante","PP"
"Hombre",47,"400001-1000000 habitantes","1801-2700€",0,"Tiene hijos/as menores","Trabaja","Educación secundaria","Nada de acuerdo","Bastante grandes","Peor","Peor","Igual",7,3,"Ateo/a","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Hombre",32,"400001-1000000 habitantes","Menos de 1100€",2,"Tiene hijos/as menores","Trabaja","Otros estudios","Poco de acuerdo","Pequeñas","Mejor","Mejor","Mejor",10,10,"Católico/a no practicante","VOX"
"Hombre",75,"400001-1000000 habitantes","3901-5000€",4,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Licenciatura","Poco de acuerdo","Muy grandes","Mejor","Mejor","Igual",8,8,"Católico/a no practicante","N.C."
"Hombre",30,"400001-1000000 habitantes","1801-2700€",2,"Ninguno","En paro, ha trabajado antes","Bachillerato","Bastante de acuerdo","Pequeñas","Igual","Igual","Mejor",0,6,"Agnóstico/a","PP"
"Hombre",62,"400001-1000000 habitantes","3901-5000€",2,"Ninguno","Trabaja","Bachillerato","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",10,2,"Agnóstico/a","SUMAR (Podemos, IU, Más País, etc.)"
"Mujer",74,"400001-1000000 habitantes","1100-1800€",5,"Ninguno","Pensionista (no ha trabajado)","Bachillerato","Nada de acuerdo","Bastante grandes","Mejor","Mejor","Mejor",5,6,"Católico/a practicante","SUMAR (Podemos, IU, Más País, etc.)"
